iter	Logloss
454	0.243759818
455	0.2437248344
456	0.2435119236
457	0.243369223
458	0.458	0.24346459	0.459	0.24338460	0.460	0.24327461	0.461	0.24310462	0.462	0.24303463	0.463	0.24293464	0.464	0.24277465	0.46465	0.246466	0.46466	0.246467	0.467	0.24257468	0.468	0.24256469	0.469	0.24245470	0470	0.242391471	0471	0.242249472	0472	0.242072473	0.2423355876
474	0.2422864643
475	475	0.2417908476	0.2420931402
477	0.2420207935
478	0.2418831821
479	0.2417603486
480	0.2416984708
481	0.24481	0.245482	0.24482	0.245483	0.24483	0.24484	0.241484	0.2485	0.2411485	0.2486	0.2409486	0.2487	0.2409487	0.2488	0.2408488	0489489	0.240489	490	490	0.240490	491	491	0.240491	492	492	0.240492	493	493	0.240493	494	494	0.240494	495	495	0.240495	496	496	0.239496	497	497	0.239497	498	498	0.239498	499	499	0.239499	500	500	0.239500	501	501	0.239501	502	502	0.239502	503	503	0.239503	0.24504	0.23504	0505	505	0.23505	0506506	0.239506	0507507	0.238507	0508508	0.23508	0.509509	0.23509	0.242510	0.23510	0.242511	0.23511	0.242512	0.2512	0.242513	0.23513	0.242514	0.23514	0.241515	0.23515	0.241516	0.23516	0.241517	0.2381471552
518	0.2379407257
519	0.2378071611
520	0.2377865424
521	0.521	0.24136522	0.522	0.24127523	0.523	0.24123524	0.524	0.24115525	0525	0.241021526	0526	0.240987527	0527	0.240896528	0528	0.240833529	0529	0.240790530	530	0.24068531	0.531	0.24060532	0.532	0.24054533	0.533	0.24043534	0.534	0.24034535	0.535	0.2402157346
536	0.2401023158
537	0.2400635325
538	0.2400100987
539	0.2399236031
540	0.2398402791
541	0.2398103525
542	0.2397120137
543	0.2396771513
544	0.2396239378
545	0.2395259257
546	0.2394069765
547	0.2392489998
548	0.2392185285
549	0.239181188
550	0.2390873475
551	0.2390101102
552	0.2388903216
553	0.2388357868
554	0.2387134551
555	0.2386000651
556	0.2385227791
557	0.2384457545
558	0.2382887346
559	0.2382798712
560	0.2382248296
561	0.238171674
562	0.2380880889
563	0.2379892169
564	0.2379644374
565	0.2378881155
566	0.2378335684
567	0.2377682386
568	0.2376100223
569	0.2375512185
570	0.2374595866
571	0.2374082675
572	0.237330493
573	0.2371451877
574	0.2370256842
575	0.2369074347
576	0.236879603
577	0.2368274417
578	0.2368067308
579	0.2367903483
580	0.2366693342
581	0.2366159224
582	0.2365775313
583	0.2365204501
584	0.236510296
585	0.2364454135
586	0.2363984235
587	0.2362763356
588	0.2362020525
589	0.2361372308
590	0.2361247914
591	0.2360722333
592	0.2359990408
593	0.2359577202
594	0.2359363758
595	0.2358049341
596	0.2357436094
597	0.2356774826
598	0.2356174219
599	0.2354787132
600	0.2353778649
601	0.2352032897
602	0.2351329265
603	0.2351152666
604	0.2350947697
605	0.2350458987
606	0.2350078196
607	0.2348987225
608	0.23487868
609	0.2348378158
610	0.234782357
611	0.234689371
612	0.234671262
613	0.2345970343
614	0.2345719121
615	0.23444552
616	0.2344281297
617	0.2344130362
618	0.2343511352
619	0.2342140079
620	0.234201292
621	0.2341182618
622	0.2340826775
623	0.2339677869
624	0.2338649349
625	0.233736883
626	0.2336409873
627	0.2335856376
628	0.2335357571
629	0.2335155335
630	0.2334227758
631	0.2333084497
632	0.2332085742
633	0.2331234856
634	0.2330082978
635	0.2329032591
636	0.2328141019
637	0.2326705673
638	0.2326299941
639	0.2326170761
640	0.2324510353
641	0.232407211
642	0.2323100661
643	0.2321503855
644	0.2320849283
645	0.2320171045
646	0.2319091559
647	0.2317562259
648	0.231697999
649	0.2316143372
650	0.2315187326
651	0.2314032569
652	0.2313561506
653	0.2312333177
654	0.2310861199
655	0.2309665742
656	0.2309249817
657	0.230892607
658	0.2308001752
659	0.2307395816
660	0.230696965
661	0.2305452332
662	0.2304389225
663	0.2303202992
664	0.2302367192
665	0.2301359543
666	0.2299962134
667	0.2298615785
668	0.2297238192
669	0.2296074532
670	0.2295947719
671	0.2295378797
672	0.2294820284
673	0.2293377082
674	0.2292912649
675	0.2292532132
676	0.2292119903
677	0.229197031
678	0.2291739711
679	0.2291149071
680	0.2289918987
681	0.2289472095
682	0.2288085919
683	0.2287655577
684	0.2286704398
685	0.2286132957
686	0.2285386258
687	0.2285301333
688	0.2284490852
689	0.2284330783
690	0.2283613523
691	0.2282104336
692	0.2281463261
693	0.2280812083
694	0.2279691668
695	0.2279156891
696	0.2278593578
697	0.2277827698
698	0.2277261912
699	0.2276171551
700	0.2275304486
701	0.2274727374
702	0.2274292404
703	0.2272951497
704	0.227182918
705	0.2271019798
706	0.2270413793
707	0.2269406055
708	0.2268858247
709	0.2267780742
710	0.2267255732
711	0.2266010107
712	0.226514145
713	0.2264560218
714	0.2264005504
715	0.2262865282
716	0.2261976059
717	0.2260781195
718	0.2260252353
719	0.2259417958
720	0.225903721	0721	0.225814722	0722	0.2258001148
723	0.225692724	724	0.2256233725	725	0.2255131509
726	0.2254979727	727	0.225416172728	0.2253139046
729	0.2252798359
730	0.2251863712
731	0.2251092442
732	0.22506411173733	0.2250154117734	0.22498061177735	0.22489536473736	0.22478696077737	0.22462542973738	0.22456252973739	0.22455057574740	0.2245436187741	0.22444543457742	0.224371288
743	0.2242620812
744	0.22420962557745	0.22415387557746	0.22404093137747	0.22393892387748	0.22389228747749	0.22380737357750	0.22375469857751	0.22374031537752	0.22371837277753	0.2236799754	754	0.2236184755	755	0.223543756	0756	0.2234811829
757	0.2234312748
758	0.2234198536
759	0.22338760	0.760	0.2232779312
761	0.2232123865
762	0.2231120775
763	0.2229658164
764	0.2228730951
765	0.2227521312
766	0.2227453929
767	0.2227386233
768	0.2227321199
769	0.222676554
770	0.2225735731
771	0.2225199202
772	0.2224827798
773	0.2224357079
774	0.2223748957
775	0.2222718953
776	0.2222589079
777	0.2221588635
778	0.2221524684
779	0.2220288505
780	0.2219765532
781	0.2218512679
782	0.2217637917
783	0.2217176872
784	0.2216775643
785	0.2216229039
786	0.2216165728
787	0.2214424049
788	0.2213448755
789	0.2212386654
790	0.2211780343
791	0.2211209335
792	0.2210560399
793	0.2209564367
794	0.2209097654
795	0.2208111389
796	0.2206934987
797	0.2205969494
798	0.2205707502
799	0.2205577624
800	0.2204589919
801	0.22802	0.215802	0.22803	0.215803	0.22804	0.215804	0.2202352189
805	0.2201553802
806	0.2201217868
807	0.2200561244
808	0.2200324731
809	0.22810	0.215810	0.2200098254
811	0.2199847696
812	0.2198894898
813	0.2198814	0.2814	0.815	815	0.2815	0.2197816	0.816	0.21973817	0.817	0.21966818	0.818	0.2819	819	0.819	0.21948820	0.820	0.21943821	0.821	0.21942822	0.822	0.21940823	0.823	0.21932824	0.2157573858
825	0.2157446871
826	0.2156559146
827	0.827	0.21905828	0.2156097665
829	0829	0.21887830	0.830	0.2188831	0.2154615419
832	0.2154042728
833	0.21536834	0.834	0.21532835	0.835	0.21531836	0.836	0.21524837	0.837	0.21522838	0838	0.215163839	0839	0.2150956357
840	0.2150778943
841	0.2150217611
842	0.214983043
843	0.2148657943
844	0.214816965
845	0.2147462753
846	0.2146805586
847	0.2145822633
848	0.2144882596
849	0.2144056485
850	0.2143391578
851	0.214239145
852	0.2141905634
853	0.2141170062
854	0.2140231287
855	0.2139705021
856	0.2139303404
857	0.21384512
858	0.2138073442
859	0.2137471121
860	0.2136791451
861	0.2135992856
862	0.2135312776
863	0.2134212326
864	0.2132704277
865	0.2132420756
866	0.2131715049
867	0.2131440144
868	0.213097145
869	0.2130185623
870	0.2129229155
871	0.2128868987
872	0.2128212
873	0.2127918249
874	0.2127356556
875	0.2126817751
876	0.2126127828
877	0.21877	0.218879	0.21767648848880	0.21751483558881	0.21740338788882	0.21732746188883	0.217259144
884	0.21722782598885	0.21710187168886	0.217008881
887	0.216930064
888	0.2168835753
889	0.216853594
890	0.2167826708
891	0.2167677459
892	0.2166354066
893	0.2166227862
894	0.2165836609
895	0.2165468318
896	0.2165343527
897	0.2164848375
898	0.2163865183
899	0.216371955
900	0.2162928747
901	0.2161894818
902	0.2161138461
903	0.2158671315
904	0.2157894744
905	0.2156923119
906	0.2156111006
907	0.2155356548
908	0.2154216874
909	0.2153164388
910	0.215300119
911	0.2152228409
912	0.2151356101
913	0.2150494505
914	0.2149780846
915	0.2149307604
916	0.2147290865
917	0.2146788018
918	0.2146093811
919	0.2145185316
920	0.214478136
921	0.2144683238
922	0.2144231362
923	0.214397614
924	0.2143574422
925	0.2141278922
926	0.2141137816
927	0.2139456162
928	0.2138606851
929	0.2137779437
930	0.2136628848
931	0.213593204
932	0.2135032065
933	0.2134390294
934	0.2134030786
935	0.2133753935
936	0.2133341471
937	0.2131974584
938	0.2131277815
939	0.213116223
940	0.2130362203
941	0.2129581781
942	0.212912909
943	0.2128695259
944	0.2128371647
945	0.2127621562
946	0.2126796712
947	0.2125811399
948	0.2123700768
949	0.2123257284
950	0.2121513187
951	0.2120791074
952	0.2120520762
953	0.2119686052
954	0.2118983243
955	0.2117007437
956	0.2116141071
957	0.2115846758
958	0.2114896613
959	0.2114044101
960	0.2113681127
961	0.2112965654
962	0.2112385822
963	0.2112303317
964	0.2111903355
965	0.2111248489
966	0.2111158857
967	0.2110810291
968	0.2109772072
969	0.2109231941
970	0.2108207721
971	0.2107388321
972	0.2107088057
973	0.2106146701
974	0.2105016684
975	0.210417096
976	0.2103864532
977	0.210285359
978	0.2102128802
979	0.2100250228
980	0.2099553553
981	0.2099330887
982	0.2099243774
983	0.2098177083
984	0.2097865043
985	0.2096967985
986	0.2096416471
987	0.2095650909
988	0.2095390258
989	0.2093587989	990	0.2092886990991	0.20918645991992	0.20911147992993	0.2090616905
994	0.2090519994	995	0.2089282995	996	0.2087772996997	0.20871203997998	0.20865718998999	0.2085984999	0.2040738303
94586

